Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 99.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
308193 (2005 CB79)                 	| RA, DEC 11 29 03.80 +28 24 46.3	| EL, AZ: 39.2  359.2	| Mag: 20.6 	| moon_dis: 56.9 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 19.14 -48 29 44.8	| EL, AZ: 38.9  135.1	| Mag: 19.5 	| moon_dis: 36.4 
136472 Makemake (2005 FY9)         	| RA, DEC 13 24 47.90 +21 03 56.1	| EL, AZ: 38.6  34.3 	| Mag: 17.1 	| moon_dis: 37.8 
495613 (2015 FG345)                	| RA, DEC 14 49 16.71 -02 42 21.5	| EL, AZ: 38.3  74.9 	| Mag: 21.3 	| moon_dis: 18.7 
620074 (2013 AT183)                	| RA, DEC 08 55 31.35 +12 19 08.8	| EL, AZ: 38.3  308.3	| Mag: 23.2 	| moon_dis: 79.5 
315530 (2008 AP129)                	| RA, DEC 10 39 07.20 +30 00 31.2	| EL, AZ: 36.1  345.8	| Mag: 21.0 	| moon_dis: 66.0 
(2014 SS303)                       	| RA, DEC 09 07 28.06 +18 46 52.6	| EL, AZ: 35.7  316.5	| Mag: 26.2 	| moon_dis: 79.0 
447178 (2005 RO43)                 	| RA, DEC 07 46 01.58 -13 17 31.4	| EL, AZ: 35.7  269.4	| Mag: 19.2 	| moon_dis: 88.7 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-30 22:00 -- UTC: 2026-05-01 01:00
1583 Antilochus (1950 SA)          	| RA, DEC 12 45 21.86 -18 23 34.1	| EL, AZ: 85.0  38.3 	| Mag: 15.8 	| moon_dis: 17.3 
588 Achilles (A906 DN)             	| RA, DEC 12 26 55.91 -14 44 57.7	| EL, AZ: 82.3  350.5	| Mag: 15.5 	| moon_dis: 21.8 
11351 Leucus (1997 TS25)           	| RA, DEC 12 16 38.03 -14 16 56.8	| EL, AZ: 81.1  334.9	| Mag: 18.4 	| moon_dis: 24.3 
3063 Makhaon (1983 PV)             	| RA, DEC 11 57 03.52 -15 34 47.6	| EL, AZ: 79.3  307.8	| Mag: 15.7 	| moon_dis: 28.9 
26375 (1999 DE9)                   	| RA, DEC 13 01 22.07 -13 37 46.8	| EL, AZ: 78.8  39.6 	| Mag: 21.2 	| moon_dis: 13.7 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 26 58.14 -11 01 49.5	| EL, AZ: 78.6  353.5	| Mag: 17.9 	| moon_dis: 22.5 
1437 Diomedes (1937 PB)            	| RA, DEC 13 01 44.92 -32 46 09.6	| EL, AZ: 77.7  149.4	| Mag: 15.4 	| moon_dis: 20.8 
32532 Thereus (2001 PT13)          	| RA, DEC 12 26 36.96 -08 29 59.0	| EL, AZ: 76.0  354.3	| Mag: 19.5 	| moon_dis: 23.4 
(2016 FX58)                        	| RA, DEC 11 46 24.76 -11 52 13.8	| EL, AZ: 74.8  312.0	| Mag: 23.5 	| moon_dis: 32.0 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 25 21.81 -05 56 37.7	| EL, AZ: 73.5  354.0	| Mag: 16.0 	| moon_dis: 24.7 
624 Hektor (A907 CF)               	| RA, DEC 11 39 46.49 -07 12 50.5	| EL, AZ: 70.3  318.2	| Mag: 14.6 	| moon_dis: 34.8 
58534 Logos (1997 CQ29)            	| RA, DEC 12 53 13.50 -02 52 51.0	| EL, AZ: 69.8  15.4 	| Mag: 23.4 	| moon_dis: 20.6 
160140 (2001 DZ3)                  	| RA, DEC 11 24 28.04 -09 18 52.1	| EL, AZ: 69.2  306.1	| Mag: 19.8 	| moon_dis: 37.8 
3548 Eurybates (1973 SO)           	| RA, DEC 13 16 57.29 -04 27 07.5	| EL, AZ: 69.0  32.7 	| Mag: 17.1 	| moon_dis: 15.4 
120132 (2003 FY128)                	| RA, DEC 14 11 22.75 -24 01 52.0	| EL, AZ: 67.2  99.0 	| Mag: 20.9 	| moon_dis: 8.5  
911 Agamemnon (A919 FB)            	| RA, DEC 11 18 09.28 -06 34 14.5	| EL, AZ: 66.2  308.7	| Mag: 15.5 	| moon_dis: 40.1 
(2014 FC69)                        	| RA, DEC 14 13 14.59 -30 10 09.4	| EL, AZ: 66.1  114.3	| Mag: 24.1 	| moon_dis: 14.4 
15094 Polymele (1999 WB2)          	| RA, DEC 13 23 46.83 -01 04 23.8	| EL, AZ: 65.3  32.2 	| Mag: 19.2 	| moon_dis: 17.2 
523671 (2013 FZ27)                 	| RA, DEC 11 04 51.70 -08 19 33.0	| EL, AZ: 64.7  300.4	| Mag: 21.1 	| moon_dis: 42.7 
21900 Orus (1999 VQ10)             	| RA, DEC 11 10 06.16 -05 07 45.3	| EL, AZ: 63.7  308.0	| Mag: 17.4 	| moon_dis: 42.4 
532037 Chiminigagua (2013 FY27)    	| RA, DEC 10 56 49.00 -06 06 48.7	| EL, AZ: 61.8  301.6	| Mag: 22.2 	| moon_dis: 45.3 
90482 Orcus (2004 DW)              	| RA, DEC 10 36 47.43 -13 20 47.8	| EL, AZ: 61.2  283.3	| Mag: 19.1 	| moon_dis: 48.4 
525462 (2005 EO304)                	| RA, DEC 14 25 36.64 -11 21 57.4	| EL, AZ: 60.8  72.5 	| Mag: 22.5 	| moon_dis: 8.4  
(2010 EL139)                       	| RA, DEC 14 31 19.60 -39 15 47.2	| EL, AZ: 59.6  130.5	| Mag: 21.2 	| moon_dis: 24.2 
319 Leona (A891 TA)                	| RA, DEC 14 23 31.40 -06 22 19.1	| EL, AZ: 58.7  63.4 	| Mag: 15.9 	| moon_dis: 11.8 
33128 (1998 BU48)                  	| RA, DEC 12 35 33.90 +08 53 04.8	| EL, AZ: 58.7  1.6  	| Mag: 23.0 	| moon_dis: 32.2 
1143 Odysseus (1930 BH)            	| RA, DEC 11 05 11.21 +03 03 31.6	| EL, AZ: 56.9  317.4	| Mag: 15.7 	| moon_dis: 46.7 
(2014 TK34)                        	| RA, DEC 14 13 21.61 +01 14 06.3	| EL, AZ: 55.9  49.5 	| Mag: 26.8 	| moon_dis: 17.9 
(2014 YA50)                        	| RA, DEC 12 45 16.43 +12 28 59.7	| EL, AZ: 55.0  5.6  	| Mag: 20.7 	| moon_dis: 33.8 
523681 (2014 BV64)                 	| RA, DEC 10 25 58.41 -05 05 45.0	| EL, AZ: 54.9  294.8	| Mag: 21.5 	| moon_dis: 52.9 
555632 (2014 BZ57)                 	| RA, DEC 10 02 36.59 -15 01 42.4	| EL, AZ: 53.9  275.1	| Mag: 20.8 	| moon_dis: 56.3 
55565 Aya (2002 AW197)             	| RA, DEC 10 15 12.31 -07 33 32.2	| EL, AZ: 53.9  288.8	| Mag: 20.1 	| moon_dis: 54.8 
729736 (2011 OF45)                 	| RA, DEC 10 29 48.02 -01 37 34.6	| EL, AZ: 53.7  300.6	| Mag: 23.1 	| moon_dis: 53.1 
690420 (2014 FC72)                 	| RA, DEC 14 12 39.67 +04 44 26.1	| EL, AZ: 53.4  45.2 	| Mag: 21.9 	| moon_dis: 21.3 
471149 (2010 FB49)                 	| RA, DEC 14 32 51.63 -00 28 00.4	| EL, AZ: 53.4  57.4 	| Mag: 21.5 	| moon_dis: 18.0 
(2010 FX86)                        	| RA, DEC 15 09 14.84 -43 32 41.2	| EL, AZ: 51.4  132.7	| Mag: 21.2 	| moon_dis: 31.3 
495613 (2015 FG345)                	| RA, DEC 14 49 16.50 -02 42 20.8	| EL, AZ: 51.4  64.3 	| Mag: 21.3 	| moon_dis: 18.6 
4063 Euforbo (1989 CG2)            	| RA, DEC 13 11 37.07 +16 36 38.4	| EL, AZ: 49.8  14.7 	| Mag: 16.2 	| moon_dis: 34.7 
661238 (2004 DA62)                 	| RA, DEC 15 01 13.18 -50 56 49.3	| EL, AZ: 49.4  144.1	| Mag: 19.6 	| moon_dis: 37.0 
659 Nestor (A908 FE)               	| RA, DEC 10 41 15.58 +08 37 07.4	| EL, AZ: 48.8  315.7	| Mag: 16.7 	| moon_dis: 54.5 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 18.81 -48 29 44.7	| EL, AZ: 48.4  139.1	| Mag: 19.5 	| moon_dis: 36.1 
763666 (2012 HX87)                 	| RA, DEC 15 39 08.82 -26 57 26.3	| EL, AZ: 47.5  106.0	| Mag: 22.6 	| moon_dis: 26.0 
543354 (2014 AN55)                 	| RA, DEC 10 06 30.63 +03 52 54.1	| EL, AZ: 45.8  301.9	| Mag: 20.9 	| moon_dis: 60.4 
559182 (2015 BZ518)                	| RA, DEC 15 46 14.71 -23 01 44.3	| EL, AZ: 45.5  100.6	| Mag: 21.5 	| moon_dis: 26.5 
545293 (2011 FX62)                 	| RA, DEC 15 52 07.85 -34 17 17.3	| EL, AZ: 44.9  116.7	| Mag: 21.9 	| moon_dis: 31.5 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 16.80 -24 28 28.7	| EL, AZ: 44.8  102.8	| Mag: 20.0 	| moon_dis: 27.7 
136472 Makemake (2005 FY9)         	| RA, DEC 13 24 47.75 +21 03 56.4	| EL, AZ: 44.7  17.4 	| Mag: 17.1 	| moon_dis: 38.1 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 46.32 -20 04 23.0	| EL, AZ: 44.3  96.7 	| Mag: 23.0 	| moon_dis: 26.8 
(2014 GE54)                        	| RA, DEC 15 18 44.05 -00 16 09.3	| EL, AZ: 43.9  67.1 	| Mag: 22.8 	| moon_dis: 25.7 
(2016 VF1)                         	| RA, DEC 15 14 53.61 +01 54 16.3	| EL, AZ: 43.5  63.9 	| Mag: 23.2 	| moon_dis: 26.4 
523705 (2014 HE200)                	| RA, DEC 15 56 17.72 -18 51 16.4	| EL, AZ: 42.3  95.6 	| Mag: 21.9 	| moon_dis: 28.5 
556004 (2014 HA200)                	| RA, DEC 15 48 05.03 -10 03 55.0	| EL, AZ: 41.6  83.5 	| Mag: 21.2 	| moon_dis: 27.7 
136108 Haumea (2003 EL61)          	| RA, DEC 14 41 14.15 +14 39 23.2	| EL, AZ: 41.3  43.4 	| Mag: 17.2 	| moon_dis: 32.7 
79360 Sila-Nunam (1997 CS29)       	| RA, DEC 10 05 32.73 +10 38 58.1	| EL, AZ: 41.2  308.7	| Mag: 21.8 	| moon_dis: 63.3 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.91 -27 42 50.5	| EL, AZ: 40.4  108.0	| Mag: 21.3 	| moon_dis: 33.2 
(2009 JE19)                        	| RA, DEC 15 23 22.48 +04 59 24.4	| EL, AZ: 40.0  62.0 	| Mag: 21.3 	| moon_dis: 30.1 
120216 (2004 EW95)                 	| RA, DEC 16 21 34.23 -43 52 55.3	| EL, AZ: 38.6  129.1	| Mag: 21.1 	| moon_dis: 41.2 
308193 (2005 CB79)                 	| RA, DEC 11 29 03.67 +28 24 46.0	| EL, AZ: 37.0  342.6	| Mag: 20.6 	| moon_dis: 57.2 
82075 (2000 YW134)                 	| RA, DEC 10 08 21.58 +19 30 56.9	| EL, AZ: 35.3  317.3	| Mag: 21.6 	| moon_dis: 66.6 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-30 23:00 -- UTC: 2026-05-01 02:00
120132 (2003 FY128)                	| RA, DEC 14 11 22.54 -24 01 51.1	| EL, AZ: 80.9  102.2	| Mag: 20.9 	| moon_dis: 8.2  
26375 (1999 DE9)                   	| RA, DEC 13 01 21.90 -13 37 45.6	| EL, AZ: 78.6  318.7	| Mag: 21.2 	| moon_dis: 14.0 
1583 Antilochus (1950 SA)          	| RA, DEC 12 45 20.94 -18 23 18.9	| EL, AZ: 78.3  287.8	| Mag: 15.8 	| moon_dis: 17.5 
(2014 FC69)                        	| RA, DEC 14 13 14.48 -30 10 08.8	| EL, AZ: 78.0  132.4	| Mag: 24.1 	| moon_dis: 14.2 
1437 Diomedes (1937 PB)            	| RA, DEC 13 01 43.65 -32 46 00.8	| EL, AZ: 77.6  211.4	| Mag: 15.4 	| moon_dis: 20.7 
525462 (2005 EO304)                	| RA, DEC 14 25 36.44 -11 21 56.5	| EL, AZ: 73.2  51.2 	| Mag: 22.5 	| moon_dis: 8.4  
588 Achilles (A906 DN)             	| RA, DEC 12 26 54.99 -14 44 50.3	| EL, AZ: 72.7  293.4	| Mag: 15.5 	| moon_dis: 22.0 
3548 Eurybates (1973 SO)           	| RA, DEC 13 16 56.19 -04 27 03.4	| EL, AZ: 71.7  347.7	| Mag: 17.1 	| moon_dis: 15.7 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 26 57.32 -11 01 40.7	| EL, AZ: 70.7  303.3	| Mag: 17.9 	| moon_dis: 22.8 
11351 Leucus (1997 TS25)           	| RA, DEC 12 16 37.26 -14 16 47.2	| EL, AZ: 70.3  291.0	| Mag: 18.4 	| moon_dis: 24.6 
319 Leona (A891 TA)                	| RA, DEC 14 23 29.79 -06 22 07.8	| EL, AZ: 69.8  39.5 	| Mag: 15.9 	| moon_dis: 11.8 
32532 Thereus (2001 PT13)          	| RA, DEC 12 26 36.48 -08 29 53.5	| EL, AZ: 69.0  308.7	| Mag: 19.5 	| moon_dis: 23.7 
(2010 EL139)                       	| RA, DEC 14 31 19.33 -39 15 46.3	| EL, AZ: 69.0  146.6	| Mag: 21.2 	| moon_dis: 23.9 
15094 Polymele (1999 WB2)          	| RA, DEC 13 23 45.68 -01 04 21.0	| EL, AZ: 68.6  354.1	| Mag: 19.2 	| moon_dis: 17.5 
58534 Logos (1997 CQ29)            	| RA, DEC 12 53 13.34 -02 52 50.1	| EL, AZ: 68.3  332.7	| Mag: 23.4 	| moon_dis: 21.0 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 25 21.05 -05 56 26.2	| EL, AZ: 66.9  313.0	| Mag: 16.0 	| moon_dis: 25.0 
3063 Makhaon (1983 PV)             	| RA, DEC 11 57 02.81 -15 34 38.5	| EL, AZ: 66.5  282.6	| Mag: 15.7 	| moon_dis: 29.1 
(2014 TK34)                        	| RA, DEC 14 13 21.14 +01 14 08.5	| EL, AZ: 64.3  24.2 	| Mag: 26.8 	| moon_dis: 18.1 
471149 (2010 FB49)                 	| RA, DEC 14 32 51.32 -00 27 58.5	| EL, AZ: 63.6  35.9 	| Mag: 21.5 	| moon_dis: 18.1 
495613 (2015 FG345)                	| RA, DEC 14 49 16.28 -02 42 20.2	| EL, AZ: 62.9  46.1 	| Mag: 21.3 	| moon_dis: 18.6 
(2016 FX58)                        	| RA, DEC 11 46 24.66 -11 52 12.9	| EL, AZ: 62.7  288.2	| Mag: 23.5 	| moon_dis: 32.2 
690420 (2014 FC72)                 	| RA, DEC 14 12 39.52 +04 44 27.0	| EL, AZ: 61.1  21.1 	| Mag: 21.9 	| moon_dis: 21.5 
763666 (2012 HX87)                 	| RA, DEC 15 39 08.61 -26 57 25.7	| EL, AZ: 60.9  105.5	| Mag: 22.6 	| moon_dis: 25.6 
(2010 FX86)                        	| RA, DEC 15 09 14.60 -43 32 40.8	| EL, AZ: 60.9  142.2	| Mag: 21.2 	| moon_dis: 31.0 
559182 (2015 BZ518)                	| RA, DEC 15 46 14.53 -23 01 43.9	| EL, AZ: 59.2  97.7 	| Mag: 21.5 	| moon_dis: 26.2 
624 Hektor (A907 CF)               	| RA, DEC 11 39 45.78 -07 12 47.2	| EL, AZ: 59.0  294.9	| Mag: 14.6 	| moon_dis: 35.1 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 16.59 -24 28 28.0	| EL, AZ: 58.4  100.6	| Mag: 20.0 	| moon_dis: 27.4 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 46.13 -20 04 22.4	| EL, AZ: 58.2  92.2 	| Mag: 23.0 	| moon_dis: 26.5 
545293 (2011 FX62)                 	| RA, DEC 15 52 07.55 -34 17 16.7	| EL, AZ: 57.2  119.0	| Mag: 21.9 	| moon_dis: 31.1 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 18.47 -48 29 44.5	| EL, AZ: 56.7  148.0	| Mag: 19.5 	| moon_dis: 35.8 
160140 (2001 DZ3)                  	| RA, DEC 11 24 27.38 -09 18 48.6	| EL, AZ: 56.7  287.9	| Mag: 19.8 	| moon_dis: 38.1 
661238 (2004 DA62)                 	| RA, DEC 15 01 10.24 -50 57 01.0	| EL, AZ: 56.6  154.3	| Mag: 19.6 	| moon_dis: 36.7 
523705 (2014 HE200)                	| RA, DEC 15 56 17.50 -18 51 15.6	| EL, AZ: 56.2  90.7 	| Mag: 21.9 	| moon_dis: 28.2 
(2014 GE54)                        	| RA, DEC 15 18 43.86 -00 16 08.3	| EL, AZ: 55.9  53.0 	| Mag: 22.8 	| moon_dis: 25.6 
33128 (1998 BU48)                  	| RA, DEC 12 35 33.72 +08 53 05.5	| EL, AZ: 55.8  334.5	| Mag: 23.0 	| moon_dis: 32.5 
556004 (2014 HA200)                	| RA, DEC 15 48 04.85 -10 03 54.2	| EL, AZ: 55.3  74.7 	| Mag: 21.2 	| moon_dis: 27.4 
(2016 VF1)                         	| RA, DEC 15 14 52.77 +01 54 19.0	| EL, AZ: 55.1  49.1 	| Mag: 23.2 	| moon_dis: 26.3 
911 Agamemnon (A919 FB)            	| RA, DEC 11 18 08.70 -06 34 11.6	| EL, AZ: 54.0  290.9	| Mag: 15.5 	| moon_dis: 40.4 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.75 -27 42 50.3	| EL, AZ: 53.6  106.7	| Mag: 21.3 	| moon_dis: 32.8 
(2014 YA50)                        	| RA, DEC 12 45 16.26 +12 29 00.0	| EL, AZ: 53.3  340.5	| Mag: 20.7 	| moon_dis: 34.1 
523671 (2013 FZ27)                 	| RA, DEC 11 04 51.62 -08 19 31.9	| EL, AZ: 51.9  285.7	| Mag: 21.1 	| moon_dis: 43.0 
21900 Orus (1999 VQ10)             	| RA, DEC 11 10 05.83 -05 07 38.6	| EL, AZ: 51.6  291.3	| Mag: 17.4 	| moon_dis: 42.7 
(2009 JE19)                        	| RA, DEC 15 23 22.22 +04 59 25.8	| EL, AZ: 51.4  48.1 	| Mag: 21.3 	| moon_dis: 30.0 
4063 Euforbo (1989 CG2)            	| RA, DEC 13 11 36.02 +16 36 39.7	| EL, AZ: 50.7  352.1	| Mag: 16.2 	| moon_dis: 35.0 
136108 Haumea (2003 EL61)          	| RA, DEC 14 41 13.98 +14 39 23.9	| EL, AZ: 49.3  26.0 	| Mag: 17.2 	| moon_dis: 32.8 
120216 (2004 EW95)                 	| RA, DEC 16 21 33.88 -43 52 56.2	| EL, AZ: 49.2  132.0	| Mag: 21.1 	| moon_dis: 40.8 
532037 Chiminigagua (2013 FY27)    	| RA, DEC 10 56 48.95 -06 06 47.9	| EL, AZ: 49.1  287.4	| Mag: 22.2 	| moon_dis: 45.5 
(2013 JQ64)                        	| RA, DEC 16 30 40.21 -19 42 57.1	| EL, AZ: 48.4  94.8 	| Mag: 24.3 	| moon_dis: 36.3 
90482 Orcus (2004 DW)              	| RA, DEC 10 36 47.36 -13 20 46.5	| EL, AZ: 47.4  274.5	| Mag: 19.1 	| moon_dis: 48.7 
136472 Makemake (2005 FY9)         	| RA, DEC 13 24 47.59 +21 03 56.6	| EL, AZ: 46.5  357.4	| Mag: 17.1 	| moon_dis: 38.4 
1143 Odysseus (1930 BH)            	| RA, DEC 11 05 10.96 +03 03 35.0	| EL, AZ: 46.0  300.6	| Mag: 15.7 	| moon_dis: 47.0 
(2006 HW122)                       	| RA, DEC 16 50 01.50 -23 10 56.5	| EL, AZ: 44.6  101.0	| Mag: 23.3 	| moon_dis: 40.8 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 12.69 +00 32 13.3	| EL, AZ: 44.6  65.1 	| Mag: 23.1 	| moon_dis: 37.4 
674118 (2015 KH162)                	| RA, DEC 16 16 41.68 -00 47 46.0	| EL, AZ: 44.6  67.3 	| Mag: 22.1 	| moon_dis: 37.5 
469505 (2003 FE128)                	| RA, DEC 16 52 17.82 -19 03 34.0	| EL, AZ: 43.3  95.5 	| Mag: 22.1 	| moon_dis: 41.4 
523681 (2014 BV64)                 	| RA, DEC 10 25 58.35 -05 05 44.0	| EL, AZ: 41.8  283.8	| Mag: 21.5 	| moon_dis: 53.2 
729736 (2011 OF45)                 	| RA, DEC 10 29 47.84 -01 37 32.5	| EL, AZ: 41.1  288.5	| Mag: 23.1 	| moon_dis: 53.4 
55565 Aya (2002 AW197)             	| RA, DEC 10 15 12.26 -07 33 31.1	| EL, AZ: 40.4  279.4	| Mag: 20.1 	| moon_dis: 55.1 
555632 (2014 BZ57)                 	| RA, DEC 10 02 36.55 -15 01 40.6	| EL, AZ: 40.0  268.8	| Mag: 20.8 	| moon_dis: 56.5 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.95 -27 53 49.1	| EL, AZ: 39.6  108.4	| Mag: 21.0 	| moon_dis: 46.8 
(2013 SV99)                        	| RA, DEC 16 45 18.79 -02 55 17.2	| EL, AZ: 39.4  74.5 	| Mag: 25.5 	| moon_dis: 43.2 
(2013 PQ37)                        	| RA, DEC 16 22 19.75 +08 54 54.3	| EL, AZ: 37.9  57.7 	| Mag: 23.5 	| moon_dis: 43.7 
659 Nestor (A908 FE)               	| RA, DEC 10 41 15.38 +08 37 07.5	| EL, AZ: 37.9  301.7	| Mag: 16.7 	| moon_dis: 54.8 
40314 (1999 KR16)                  	| RA, DEC 17 02 02.84 -03 14 01.8	| EL, AZ: 35.7  77.1 	| Mag: 21.0 	| moon_dis: 47.0 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 00:00 -- UTC: 2026-05-01 03:00
120132 (2003 FY128)                	| RA, DEC 14 11 22.34 -24 01 50.1	| EL, AZ: 84.9  250.4	| Mag: 20.9 	| moon_dis: 7.9  
(2014 FC69)                        	| RA, DEC 14 13 14.36 -30 10 08.2	| EL, AZ: 81.1  207.8	| Mag: 24.1 	| moon_dis: 13.9 
525462 (2005 EO304)                	| RA, DEC 14 25 36.25 -11 21 55.6	| EL, AZ: 78.8  351.3	| Mag: 22.5 	| moon_dis: 8.3  
763666 (2012 HX87)                 	| RA, DEC 15 39 08.40 -26 57 25.0	| EL, AZ: 74.2  110.0	| Mag: 22.6 	| moon_dis: 25.3 
319 Leona (A891 TA)                	| RA, DEC 14 23 28.17 -06 21 56.5	| EL, AZ: 73.8  351.9	| Mag: 15.9 	| moon_dis: 11.8 
(2010 EL139)                       	| RA, DEC 14 31 19.05 -39 15 45.5	| EL, AZ: 73.2  180.6	| Mag: 21.2 	| moon_dis: 23.7 
559182 (2015 BZ518)                	| RA, DEC 15 46 14.35 -23 01 43.5	| EL, AZ: 73.0  95.5 	| Mag: 21.5 	| moon_dis: 25.9 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 45.94 -20 04 21.8	| EL, AZ: 72.1  86.0 	| Mag: 23.0 	| moon_dis: 26.2 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 16.38 -24 28 27.2	| EL, AZ: 72.0  100.3	| Mag: 20.0 	| moon_dis: 27.1 
523705 (2014 HE200)                	| RA, DEC 15 56 17.28 -18 51 14.8	| EL, AZ: 70.1  83.5 	| Mag: 21.9 	| moon_dis: 27.9 
495613 (2015 FG345)                	| RA, DEC 14 49 16.06 -02 42 19.5	| EL, AZ: 69.9  12.2 	| Mag: 21.3 	| moon_dis: 18.6 
545293 (2011 FX62)                 	| RA, DEC 15 52 07.25 -34 17 16.1	| EL, AZ: 68.9  128.5	| Mag: 21.9 	| moon_dis: 30.8 
556004 (2014 HA200)                	| RA, DEC 15 48 04.68 -10 03 53.4	| EL, AZ: 68.1  58.7 	| Mag: 21.2 	| moon_dis: 27.2 
471149 (2010 FB49)                 	| RA, DEC 14 32 51.02 -00 27 56.6	| EL, AZ: 68.0  0.2  	| Mag: 21.5 	| moon_dis: 18.2 
(2010 FX86)                        	| RA, DEC 15 09 14.36 -43 32 40.4	| EL, AZ: 67.5  162.2	| Mag: 21.2 	| moon_dis: 30.7 
1437 Diomedes (1937 PB)            	| RA, DEC 13 01 42.38 -32 45 52.0	| EL, AZ: 67.5  237.7	| Mag: 15.4 	| moon_dis: 20.7 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.59 -27 42 50.1	| EL, AZ: 66.9  108.3	| Mag: 21.3 	| moon_dis: 32.5 
26375 (1999 DE9)                   	| RA, DEC 13 01 21.73 -13 37 44.5	| EL, AZ: 66.7  288.1	| Mag: 21.2 	| moon_dis: 14.3 
(2014 TK34)                        	| RA, DEC 14 13 20.67 +01 14 10.7	| EL, AZ: 65.9  348.2	| Mag: 26.8 	| moon_dis: 18.2 
(2014 GE54)                        	| RA, DEC 15 18 43.67 -00 16 07.3	| EL, AZ: 65.1  28.4 	| Mag: 22.8 	| moon_dis: 25.5 
1583 Antilochus (1950 SA)          	| RA, DEC 12 45 20.03 -18 23 03.7	| EL, AZ: 64.6  274.1	| Mag: 15.8 	| moon_dis: 17.7 
3548 Eurybates (1973 SO)           	| RA, DEC 13 16 55.08 -04 26 59.2	| EL, AZ: 64.4  311.7	| Mag: 17.1 	| moon_dis: 16.0 
(2016 VF1)                         	| RA, DEC 15 14 51.94 +01 54 21.7	| EL, AZ: 63.6  24.3 	| Mag: 23.2 	| moon_dis: 26.3 
15094 Polymele (1999 WB2)          	| RA, DEC 13 23 44.53 -01 04 18.2	| EL, AZ: 62.9  319.5	| Mag: 19.2 	| moon_dis: 17.9 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 18.14 -48 29 44.4	| EL, AZ: 62.5  164.0	| Mag: 19.5 	| moon_dis: 35.5 
690420 (2014 FC72)                 	| RA, DEC 14 12 39.37 +04 44 27.9	| EL, AZ: 62.4  349.2	| Mag: 21.9 	| moon_dis: 21.6 
(2013 JQ64)                        	| RA, DEC 16 30 40.08 -19 42 56.9	| EL, AZ: 62.3  89.9 	| Mag: 24.3 	| moon_dis: 36.0 
661238 (2004 DA62)                 	| RA, DEC 15 01 07.29 -50 57 12.7	| EL, AZ: 60.9  170.6	| Mag: 19.6 	| moon_dis: 36.5 
(2009 JE19)                        	| RA, DEC 15 23 21.96 +04 59 27.2	| EL, AZ: 59.9  25.9 	| Mag: 21.3 	| moon_dis: 30.0 
588 Achilles (A906 DN)             	| RA, DEC 12 26 54.07 -14 44 42.8	| EL, AZ: 59.4  278.9	| Mag: 15.5 	| moon_dis: 22.3 
58534 Logos (1997 CQ29)            	| RA, DEC 12 53 13.18 -02 52 49.2	| EL, AZ: 59.0  305.5	| Mag: 23.4 	| moon_dis: 21.3 
120216 (2004 EW95)                 	| RA, DEC 16 21 33.53 -43 52 57.0	| EL, AZ: 58.9  140.1	| Mag: 21.1 	| moon_dis: 40.5 
(2006 HW122)                       	| RA, DEC 16 50 01.34 -23 10 56.2	| EL, AZ: 58.3  98.1 	| Mag: 23.3 	| moon_dis: 40.5 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 26 56.49 -11 01 31.9	| EL, AZ: 58.0  285.5	| Mag: 17.9 	| moon_dis: 23.1 
469505 (2003 FE128)                	| RA, DEC 16 52 17.64 -19 03 33.6	| EL, AZ: 57.2  90.6 	| Mag: 22.1 	| moon_dis: 41.1 
11351 Leucus (1997 TS25)           	| RA, DEC 12 16 36.49 -14 16 37.5	| EL, AZ: 56.8  278.2	| Mag: 18.4 	| moon_dis: 24.8 
32532 Thereus (2001 PT13)          	| RA, DEC 12 26 35.99 -08 29 48.0	| EL, AZ: 56.8  289.6	| Mag: 19.5 	| moon_dis: 24.0 
